# Synthetic layer model of sediments and topography
#   lon   lat   height   thickness   density
9 39.5 800 800.855 1900
9.5 39.5 800 800.306 1900
10 39.5 800 800.104 1900
-10 40 800 800.105 1900
-9.5 40 800 800.309 1900
-9 40 800 800.864 1900
-8.5 40 800 802.284 1900
-8 40 800 805.712 1900
-7.5 40 800 813.513 1900
-7 40 799.999 830.241 1900
-6.5 40 799.999 864.021 1900
-6 40 799.998 928.207 1900
-5.5 40 799.996 1042.87 1900
-5 40 799.992 1235.23 1900
-4.5 40 799.987 1537.78 1900
-4 40 799.979 1983.07 1900
-3.5 40 799.968 2594.6 1900
-3 40 799.955 3375.11 1900
-2.5 40 799.938 4295.4 1900
-2 40 799.921 5288.18 1900
-1.5 40 799.904 6251.51 1900
-1 40 799.89 7063.76 1900
-0.5 40 799.88 7608.11 1900
0 40 799.877 7799.88 1900
0.5 40 799.88 7608.11 1900
1 40 799.89 7063.76 1900
1.5 40 799.904 6251.51 1900
2 40 799.921 5288.18 1900
2.5 40 799.938 4295.4 1900
3 40 799.955 3375.11 1900
3.5 40 799.968 2594.6 1900
4 40 799.979 1983.07 1900
4.5 40 799.987 1537.78 1900
5 40 799.992 1235.23 1900
5.5 40 799.996 1042.87 1900
6 40 799.998 928.207 1900
6.5 40 799.999 864.021 1900
7 40 799.999 830.241 1900
7.5 40 800 813.513 1900
8 40 800 805.712 1900
8.5 40 800 802.284 1900
9 40 800 800.864 1900
9.5 40 800 800.309 1900
10 40 800 800.105 1900
-10 40.5 800 800.104 1900
-9.5 40.5 800 800.306 1900
-9 40.5 800 800.855 1900
-8.5 40.5 800 802.261 1900
-8 40.5 800 805.655 1900
-7.5 40.5 800 813.379 1900
-7 40.5 800 829.941 1900
-6.5 40.5 800 863.385 1900
-6 40.5 800 926.934 1900
-5.5 40.5 800 1040.46 1900
-5 40.5 800 1230.9 1900
-4.5 40.5 799.999 1530.45 1900
-4 40.5 799.999 1971.32 1900
-3.5 40.5 799.999 2576.77 1900
-3 40.5 799.998 3349.53 1900
-2.5 40.5 799.998 4260.68 1900
-2 40.5 799.997 5243.6 1900
-1.5 40.5 799.996 6197.36 1900
-1 40.5 799.996 7001.54 1900
-0.5 40.5 799.995 7540.48 1900
0 40.5 799.995 7730.34 1900
0.5 40.5 799.995 7540.48 1900
1 40.5 799.996 7001.54 1900
1.5 40.5 799.996 6197.36 1900
2 40.5 799.997 5243.6 1900
2.5 40.5 799.998 4260.68 1900
3 40.5 799.998 3349.53 1900
3.5 40.5 799.999 2576.77 1900
4 40.5 799.999 1971.32 1900
4.5 40.5 799.999 1530.45 1900
5 40.5 800 1230.9 1900
5.5 40.5 800 1040.46 1900
6 40.5 800 926.934 1900
6.5 40.5 800 863.385 1900
7 40.5 800 829.941 1900
7.5 40.5 800 813.379 1900
8 40.5 800 805.655 1900
8.5 40.5 800 802.261 1900
9 40.5 800 800.855 1900
9.5 40.5 800 800.306 1900
10 40.5 800 800.104 1900
-10 41 800 800.101 1900
-9.5 41 800 800.297 1900
-9 41 800 800.83 1900
-8.5 41 800 802.194 1900
-8 41 800 805.488 1900
-7.5 41 800 812.983 1900
-7 41 800 829.056 1900
-6.5 41 800 861.511 1900
-6 41 800 923.182 1900
-5.5 41 800 1033.35 1900
-5 41 800 1218.17 1900
-4.5 41 800 1508.87 1900
-4 41 800 1936.7 1900
-3.5 41 800 2524.26 1900
-3 41 800 3274.18 1900
-2.5 41 800 4158.4 1900
-2 41 800 5112.28 1900
-1.5 41 800 6037.84 1900
-1 41 800 6818.27 1900
-0.5 41 800 7341.28 1900
0 41 800 7525.53 1900
0.5 41 800 7341.28 1900
1 41 800 6818.27 1900
1.5 41 800 6037.84 1900
2 41 800 5112.28 1900
2.5 41 800 4158.4 1900
3 41 800 3274.18 1900
3.5 41 800 2524.26 1900
4 41 800 1936.7 1900
4.5 41 800 1508.87 1900
5 41 800 1218.17 1900
5.5 41 800 1033.35 1900
6 41 800 923.182 1900
6.5 41 800 861.511 1900
7 41 800 829.056 1900
7.5 41 800 812.983 1900
8 41 800 805.488 1900
8.5 41 800 802.194 1900
9 41 800 800.83 1900
9.5 41 800 800.297 1900
10 41 800 800.101 1900
-10 41.5 800 800.096 1900
-9.5 41.5 800 800.282 1900
-9 41.5 800 800.79 1900
-8.5 41.5 800 802.087 1900
-8 41.5 800 805.22 1900
-7.5 41.5 800 812.35 1900
-7 41.5 800 827.639 1900
-6.5 41.5 800 858.511 1900
-6 41.5 800 917.175 1900
-5.5 41.5 800 1021.97 1900
-5 41.5 800 1197.78 1900
-4.5 41.5 800 1474.29 1900
-4 41.5 800 1881.27 1900
-3.5 41.5 800 2440.17 1900
-3 41.5 800 3153.52 1900
-2.5 41.5 800 3994.61 1900
-2 41.5 800 4901.96 1900
-1.5 41.5 800 5782.39 1900
-1 41.5 800 6524.75 1900
-0.5 41.5 800 7022.25 1900
0 41.5 800 7197.52 1900
0.5 41.5 800 7022.25 1900
1 41.5 800 6524.75 1900
1.5 41.5 800 5782.39 1900
2 41.5 800 4901.96 1900
2.5 41.5 800 3994.61 1900
3 41.5 800 3153.52 1900
3.5 41.5 800 2440.17 1900
4 41.5 800 1881.27 1900
4.5 41.5 800 1474.29 1900
5 41.5 800 1197.78 1900
5.5 41.5 800 1021.97 1900
6 41.5 800 917.175 1900
6.5 41.5 800 858.511 1900
7 41.5 800 827.639 1900
7.5 41.5 800 812.35 1900
8 41.5 800 805.22 1900
8.5 41.5 800 802.087 1900
9 41.5 800 800.79 1900
9.5 41.5 800 800.282 1900
10 41.5 800 800.096 1900
-10 42 800 800.089 1900
-9.5 42 800 800.263 1900
-9 42 800 800.736 1900
-8.5 42 800 801.946 1900
-8 42 800 804.867 1900
-7.5 42 800 811.515 1900
-7 42 800 825.77 1900
-6.5 42 800 854.556 1900
-6 42 800 909.253 1900
-5.5 42 800 1006.97 1900
-5 42 800 1170.88 1900
-4.5 42 800 1428.71 1900
-4 42 800 1808.17 1900
-3.5 42 800 2329.28 1900
-3 42 800 2994.4 1900
-2.5 42 800 3778.64 1900
-2 42 800 4624.65 1900
-1.5 42 800 5445.55 1900
-1 42 800 6137.72 1900
-0.5 42 800 6601.59 1900
0 42 800 6765.01 1900
0.5 42 800 6601.59 1900
1 42 800 6137.72 1900
1.5 42 800 5445.55 1900
2 42 800 4624.65 1900
2.5 42 800 3778.64 1900
3 42 800 2994.4 1900
3.5 42 800 2329.28 1900
4 42 800 1808.17 1900
4.5 42 800 1428.71 1900
5 42 800 1170.88 1900
5.5 42 800 1006.97 1900
6 42 800 909.253 1900
6.5 42 800 854.556 1900
7 42 800 825.77 1900
7.5 42 800 811.515 1900
8 42 800 804.867 1900
8.5 42 800 801.946 1900
9 42 800 800.736 1900
9.5 42 800 800.263 1900
10 42 800 800.089 1900
-10 42.5 800 800.081 1900
-9.5 42.5 800 800.241 1900
-9 42.5 800 800.673 1900
-8.5 42.5 800 801.779 1900
-8 42.5 800 804.448 1900
-7.5 42.5 800 810.524 1900
-7 42.5 800 823.552 1900
-6.5 42.5 800 849.86 1900
-6 42.5 800 899.85 1900
-5.5 42.5 800 989.153 1900
-5 42.5 800 1138.96 1900
-4.5 42.5 800 1374.59 1900
-4 42.5 800 1721.39 1900
-3.5 42.5 800 2197.66 1900
-3 42.5 800 2805.53 1900
-2.5 42.5 800 3522.27 1900
-2 42.5 800 4295.46 1900
-1.5 42.5 800 5045.71 1900
-1 42.5 800 5678.31 1900
-0.5 42.5 800 6102.26 1900
0 42.5 800 6251.61 1900
0.5 42.5 800 6102.26 1900
1 42.5 800 5678.31 1900
1.5 42.5 800 5045.71 1900
2 42.5 800 4295.46 1900
2.5 42.5 800 3522.27 1900
3 42.5 800 2805.53 1900
3.5 42.5 800 2197.66 1900
4 42.5 800 1721.39 1900
4.5 42.5 800 1374.59 1900
5 42.5 800 1138.96 1900
5.5 42.5 800 989.153 1900
6 42.5 800 899.85 1900
6.5 42.5 800 849.86 1900
7 42.5 800 823.552 1900
7.5 42.5 800 810.524 1900
8 42.5 800 804.448 1900
8.5 42.5 800 801.779 1900
9 42.5 800 800.673 1900
9.5 42.5 800 800.241 1900
10 42.5 800 800.081 1900
-10 43 800 800.073 1900
-9.5 43 800 800.216 1900
-9 43 800 800.603 1900
-8.5 43 800 801.593 1900
-8 43 800 803.985 1900
-7.5 43 800 809.428 1900
-7 43 800 821.099 1900
-6.5 43 800 844.666 1900
-6 43 800 889.449 1900
-5.5 43 800 969.449 1900
-5 43 800 1103.65 1900
-4.5 43 800 1314.74 1900
-4 43 800 1625.42 1900
-3.5 43 800 2052.07 1900
-3 43 800 2596.63 1900
-2.5 43 800 3238.7 1900
-2 43 800 3931.35 1900
-1.5 43 800 4603.46 1900
-1 43 800 5170.16 1900
-0.5 43 800 5549.94 1900
0 43 800 5683.73 1900
0.5 43 800 5549.94 1900
1 43 800 5170.16 1900
1.5 43 800 4603.46 1900
2 43 800 3931.35 1900
2.5 43 800 3238.7 1900
3 43 800 2596.63 1900
3.5 43 800 2052.07 1900
4 43 800 1625.42 1900
4.5 43 800 1314.74 1900
5 43 800 1103.65 1900
5.5 43 800 969.449 1900
6 43 800 889.449 1900
6.5 43 800 844.666 1900
7 43 800 821.099 1900
7.5 43 800 809.428 1900
8 43 800 803.985 1900
8.5 43 800 801.593 1900
9 43 800 800.603 1900
9.5 43 800 800.216 1900
10 43 800 800.073 1900
-10 43.5 800 800.064 1900
-9.5 43.5 800 800.189 1900
-9 43.5 800 800.529 1900
-8.5 43.5 800 801.399 1900
-8 43.5 800 803.499 1900
-7.5 43.5 800 808.279 1900
-7 43.5 800 818.527 1900
-6.5 43.5 800 839.221 1900
-6 43.5 800 878.545 1900
-5.5 43.5 800 948.793 1900
-5 43.5 800 1066.64 1900
-4.5 43.5 800 1251.99 1900
-4 43.5 800 1524.79 1900
-3.5 43.5 800 1899.44 1900
-3 43.5 800 2377.61 1900
-2.5 43.5 800 2941.41 1900
-2 43.5 800 3549.63 1900
-1.5 43.5 800 4139.8 1900
-1 43.5 800 4637.42 1900
-0.5 43.5 800 4970.9 1900
0 43.5 800 5088.38 1900
0.5 43.5 800 4970.9 1900
1 43.5 800 4637.42 1900
1.5 43.5 800 4139.8 1900
2 43.5 800 3549.63 1900
2.5 43.5 800 2941.41 1900
3 43.5 800 2377.61 1900
3.5 43.5 800 1899.44 1900
4 43.5 800 1524.79 1900
4.5 43.5 800 1251.99 1900
5 43.5 800 1066.64 1900
5.5 43.5 800 948.793 1900
6 43.5 800 878.545 1900
6.5 43.5 800 839.221 1900
7 43.5 800 818.527 1900
7.5 43.5 800 808.279 1900
8 43.5 800 803.499 1900
8.5 43.5 800 801.399 1900
9 43.5 800 800.529 1900
9.5 43.5 800 800.189 1900
10 43.5 800 800.064 1900
-10 44 800 800.055 1900
-9.5 44 800 800.163 1900
-9 44 800 800.456 1900
-8.5 44 800 801.204 1900
-8 44 800 803.012 1900
-7.5 44 800 807.125 1900
-7 44 800 815.946 1900
-6.5 44 800 833.758 1900
-6 44 800 867.604 1900
-5.5 44 800 928.067 1900
-5 44 800 1029.5 1900
-4.5 44 800 1189.03 1900
-4 44 800 1423.84 1900
-3.5 44 800 1746.29 1900
-3 44 800 2157.86 1900
-2.5 44 800 2643.13 1900
-2 44 800 3166.63 1900
-1.5 44 800 3674.59 1900
-1 44 800 4102.89 1900
-0.5 44 800 4389.93 1900
0 44 800 4491.05 1900
0.5 44 800 4389.93 1900
1 44 800 4102.89 1900
1.5 44 800 3674.59 1900
2 44 800 3166.63 1900
2.5 44 800 2643.13 1900
3 44 800 2157.86 1900
3.5 44 800 1746.29 1900
4 44 800 1423.84 1900
4.5 44 800 1189.03 1900
5 44 800 1029.5 1900
5.5 44 800 928.067 1900
6 44 800 867.604 1900
6.5 44 800 833.758 1900
7 44 800 815.946 1900
7.5 44 800 807.125 1900
8 44 800 803.012 1900
8.5 44 800 801.204 1900
9 44 800 800.456 1900
9.5 44 800 800.163 1900
10 44 800 800.055 1900
-10 44.5 800 800.047 1900
-9.5 44.5 800 800.138 1900
-9 44.5 800 800.384 1900
-8.5 44.5 800 801.016 1900
-8 44.5 800 802.541 1900
-7.5 44.5 800 806.011 1900
-7 44.5 800 813.453 1900
-6.5 44.5 800 828.481 1900
-6 44.5 800 857.035 1900
-5.5 44.5 800 908.046 1900
-5 44.5 800 993.618 1900
-4.5 44.5 800 1128.21 1900
-4 44.5 800 1326.31 1900
-3.5 44.5 800 1598.36 1900
-3 44.5 800 1945.58 1900
-2.5 44.5 800 2354.98 1900
-2 44.5 800 2796.64 1900
-1.5 44.5 800 3225.19 1900
-1 44.5 800 3586.54 1900
-0.5 44.5 800 3828.7 1900
0 44.5 800 3914.01 1900
0.5 44.5 800 3828.7 1900
1 44.5 800 3586.54 1900
1.5 44.5 800 3225.19 1900
2 44.5 800 2796.64 1900
2.5 44.5 800 2354.98 1900
3 44.5 800 1945.58 1900
3.5 44.5 800 1598.36 1900
4 44.5 800 1326.31 1900
4.5 44.5 800 1128.21 1900
5 44.5 800 993.618 1900
5.5 44.5 800 908.046 1900
6 44.5 800 857.035 1900
6.5 44.5 800 828.481 1900
7 44.5 800 813.453 1900
7.5 44.5 800 806.011 1900
8 44.5 800 802.541 1900
8.5 44.5 800 801.016 1900
9 44.5 800 800.384 1900
9.5 44.5 800 800.138 1900
10 44.5 800 800.047 1900
-10 45 800 800.038 1900
-9.5 45 800 800.114 1900
-9 45 800 800.318 1900
-8.5 45 800 800.84 1900
-8 45 800 802.101 1900
-7.5 45 800 804.971 1900
-7 45 800 811.125 1900
-6.5 45 800 823.552 1900
-6 45 800 847.166 1900
-5.5 45 800 889.349 1900
-5 45 800 960.114 1900
-4.5 45 800 1071.42 1900
-4 45 800 1235.24 1900
-3.5 45 800 1460.21 1900
-3 45 800 1747.35 1900
-2.5 45 800 2085.91 1900
-2 45 800 2451.14 1900
-1.5 45 800 2805.53 1900
-1 45 800 3104.35 1900
-0.5 45 800 3304.61 1900
0 45 800 3375.16 1900
0.5 45 800 3304.61 1900
1 45 800 3104.35 1900
1.5 45 800 2805.53 1900
2 45 800 2451.14 1900
2.5 45 800 2085.91 1900
3 45 800 1747.35 1900
3.5 45 800 1460.21 1900
4 45 800 1235.24 1900
4.5 45 800 1071.42 1900
5 45 800 960.114 1900
5.5 45 800 889.349 1900
6 45 800 847.166 1900
6.5 45 800 823.552 1900
7 45 800 811.125 1900
7.5 45 800 804.971 1900
8 45 800 802.101 1900
8.5 45 800 800.84 1900
9 45 800 800.318 1900
9.5 45 800 800.114 1900
10 45 800 800.038 1900
-10 45.5 800 800.031 1900
-9.5 45.5 800 800.092 1900
-9 45.5 800 800.258 1900
-8.5 45.5 800 800.681 1900
-8 45.5 800 801.703 1900
-7.5 45.5 800 804.03 1900
-7 45.5 800 809.018 1900
-6.5 45.5 800 819.091 1900
-6 45.5 800 838.232 1900
-5.5 45.5 800 872.425 1900
-5 45.5 800 929.786 1900
-4.5 45.5 800 1020.01 1900
-4 45.5 800 1152.8 1900
-3.5 45.5 800 1335.15 1900
-3 45.5 800 1567.9 1900
-2.5 45.5 800 1842.34 1900
-2 45.5 800 2138.39 1900
-1.5 45.5 800 2425.65 1900
-1 45.5 800 2667.87 1900
-0.5 45.5 800 2830.2 1900
0 45.5 800 2887.38 1900
0.5 45.5 800 2830.2 1900
1 45.5 800 2667.87 1900
1.5 45.5 800 2425.65 1900
2 45.5 800 2138.39 1900
2.5 45.5 800 1842.34 1900
3 45.5 800 1567.9 1900
3.5 45.5 800 1335.15 1900
4 45.5 800 1152.8 1900
4.5 45.5 800 1020.01 1900
5 45.5 800 929.786 1900
5.5 45.5 800 872.425 1900
6 45.5 800 838.232 1900
6.5 45.5 800 819.091 1900
7 45.5 800 809.018 1900
7.5 45.5 800 804.03 1900
8 45.5 800 801.703 1900
8.5 45.5 800 800.681 1900
9 45.5 800 800.258 1900
9.5 45.5 800 800.092 1900
10 45.5 800 800.031 1900
-10 46 800 800.025 1900
-9.5 46 800 800.073 1900
-9 46 800 800.205 1900
-8.5 46 800 800.541 1900
-8 46 800 801.353 1900
-7.5 46 800 803.202 1900
-7 46 800 807.165 1900
-6.5 46 800 815.169 1900
-6 46 800 830.376 1900
-5.5 46 800 857.544 1900
-5 46 800 903.119 1900
-4.5 46 800 974.804 1900
-4 46 800 1080.31 1900
-3.5 46 800 1225.2 1900
-3 46 800 1410.13 1900
-2.5 46 800 1628.17 1900
-2 46 800 1863.39 1900
-1.5 46 800 2091.64 1900
-1 46 800 2284.09 1900
-0.5 46 800 2413.06 1900
0 46 800 2458.49 1900
0.5 46 800 2413.06 1900
1 46 800 2284.09 1900
1.5 46 800 2091.64 1900
2 46 800 1863.39 1900
2.5 46 800 1628.17 1900
3 46 800 1410.13 1900
3.5 46 800 1225.2 1900
4 46 800 1080.31 1900
4.5 46 800 974.804 1900
5 46 800 903.119 1900
5.5 46 800 857.544 1900
6 46 800 830.376 1900
6.5 46 800 815.169 1900
7 46 800 807.165 1900
7.5 46 800 803.202 1900
8 46 800 801.353 1900
8.5 46 800 800.541 1900
9 46 800 800.205 1900
9.5 46 800 800.073 1900
10 46 800 800.025 1900
-10 46.5 800 800.019 1900
-9.5 46.5 800 800.057 1900
-9 46.5 800 800.159 1900
-8.5 46.5 800 800.421 1900
-8 46.5 800 801.054 1900
-7.5 46.5 800 802.493 1900
-7 46.5 800 805.58 1900
-6.5 46.5 800 811.813 1900
-6 46.5 800 823.657 1900
-5.5 46.5 800 844.816 1900
-5 46.5 800 880.309 1900
-4.5 46.5 800 936.138 1900
-4 46.5 800 1018.3 1900
-3.5 46.5 800 1131.14 1900
-3 46.5 800 1275.17 1900
-2.5 46.5 800 1444.98 1900
-2 46.5 800 1628.17 1900
-1.5 46.5 800 1805.93 1900
-1 46.5 800 1955.81 1900
-0.5 46.5 800 2056.25 1900
0 46.5 800 2091.64 1900
0.5 46.5 800 2056.25 1900
1 46.5 800 1955.81 1900
1.5 46.5 800 1805.93 1900
2 46.5 800 1628.17 1900
2.5 46.5 800 1444.98 1900
3 46.5 800 1275.17 1900
3.5 46.5 800 1131.14 1900
4 46.5 800 1018.3 1900
4.5 46.5 800 936.138 1900
5 46.5 800 880.309 1900
5.5 46.5 800 844.816 1900
6 46.5 800 823.657 1900
6.5 46.5 800 811.813 1900
7 46.5 800 805.58 1900
7.5 46.5 800 802.493 1900
8 46.5 800 801.054 1900
8.5 46.5 800 800.421 1900
9 46.5 800 800.159 1900
9.5 46.5 800 800.057 1900
10 46.5 800 800.019 1900
-10 47 800 800.015 1900
-9.5 47 800 800.044 1900
-9 47 800 800.122 1900
-8.5 47 800 800.322 1900
-8 47 800 800.805 1900
-7.5 47 800 801.903 1900
-7 47 800 804.26 1900
-6.5 47 800 809.018 1900
-6 47 800 818.059 1900
-5.5 47 800 834.211 1900
-5 47 800 861.307 1900
-4.5 47 800 903.925 1900
-4 47 800 966.649 1900
-3.5 47 800 1052.79 1900
-3 47 800 1162.73 1900
-2.5 47 800 1292.37 1900
-2 47 800 1432.21 1900
-1.5 47 800 1567.9 1900
-1 47 800 1682.32 1900
-0.5 47 800 1759 1900
0 47 800 1786.01 1900
0.5 47 800 1759 1900
1 47 800 1682.32 1900
1.5 47 800 1567.9 1900
2 47 800 1432.21 1900
2.5 47 800 1292.37 1900
3 47 800 1162.73 1900
3.5 47 800 1052.79 1900
4 47 800 966.649 1900
4.5 47 800 903.925 1900
5 47 800 861.307 1900
5.5 47 800 834.211 1900
6 47 800 818.059 1900
6.5 47 800 809.018 1900
7 47 800 804.26 1900
7.5 47 800 801.903 1900
8 47 800 800.805 1900
8.5 47 800 800.322 1900
9 47 800 800.122 1900
9.5 47 800 800.044 1900
10 47 800 800.015 1900
-10 47.5 800 800.011 1900
-9.5 47.5 800 800.033 1900
-9 47.5 800 800.091 1900
-8.5 47.5 800 800.241 1900
-8 47.5 800 800.602 1900
-7.5 47.5 800 801.424 1900
-7 47.5 800 803.187 1900
-6.5 47.5 800 806.748 1900
-6 47.5 800 813.513 1900
-5.5 47.5 800 825.599 1900
-5 47.5 800 845.874 1900
-4.5 47.5 800 877.763 1900
-4 47.5 800 924.697 1900
-3.5 47.5 800 989.153 1900
-3 47.5 800 1071.42 1900
-2.5 47.5 800 1168.42 1900
-2 47.5 800 1273.06 1900
-1.5 47.5 800 1374.59 1900
-1 47.5 800 1460.21 1900
-0.5 47.5 800 1517.58 1900
0 47.5 800 1537.79 1900
0.5 47.5 800 1517.58 1900
1 47.5 800 1460.21 1900
1.5 47.5 800 1374.59 1900
2 47.5 800 1273.06 1900
2.5 47.5 800 1168.42 1900
3 47.5 800 1071.42 1900
3.5 47.5 800 989.153 1900
4 47.5 800 924.697 1900
4.5 47.5 800 877.763 1900
5 47.5 800 845.874 1900
5.5 47.5 800 825.599 1900
6 47.5 800 813.513 1900
6.5 47.5 800 806.748 1900
7 47.5 800 803.187 1900
7.5 47.5 800 801.424 1900
8 47.5 800 800.602 1900
8.5 47.5 800 800.241 1900
9 47.5 800 800.091 1900
9.5 47.5 800 800.033 1900
10 47.5 800 800.011 1900
-10 48 800 800.008 1900
-9.5 48 800 800.024 1900
-9 48 800 800.067 1900
-8.5 48 800 800.177 1900
-8 48 800 800.442 1900
-7.5 48 800 801.045 1900
-7 48 800 802.338 1900
-6.5 48 800 804.949 1900
-6 48 800 809.911 1900
-5.5 48 800 818.776 1900
-5 48 800 833.646 1900
-4.5 48 800 857.035 1900
-4 48 800 891.459 1900
-3.5 48 800 938.733 1900
-3 48 800 999.072 1900
-2.5 48 800 1070.22 1900
-2 48 800 1146.96 1900
-1.5 48 800 1221.43 1900
-1 48 800 1284.23 1900
-0.5 48 800 1326.31 1900
0 48 800 1341.13 1900
0.5 48 800 1326.31 1900
1 48 800 1284.23 1900
1.5 48 800 1221.43 1900
2 48 800 1146.96 1900
2.5 48 800 1070.22 1900
3 48 800 999.072 1900
3.5 48 800 938.733 1900
4 48 800 891.459 1900
4.5 48 800 857.035 1900
5 48 800 833.646 1900
5.5 48 800 818.776 1900
6 48 800 809.911 1900
6.5 48 800 804.949 1900
7 48 800 802.338 1900
7.5 48 800 801.045 1900
8 48 800 800.442 1900
8.5 48 800 800.177 1900
9 48 800 800.067 1900
9.5 48 800 800.024 1900
10 48 800 800.008 1900
-10 48.5 800 800.006 1900
-9.5 48.5 800 800.017 1900
-9 48.5 800 800.048 1900
-8.5 48.5 800 800.127 1900
-8 48.5 800 800.317 1900
-7.5 48.5 800 800.751 1900
-7 48.5 800 801.681 1900
-6.5 48.5 800 803.558 1900
-6 48.5 800 807.125 1900
-5.5 48.5 800 813.498 1900
-5 48.5 800 824.189 1900
-4.5 48.5 800 841.004 1900
-4 48.5 800 865.752 1900
-3.5 48.5 800 899.739 1900
-3 48.5 800 943.117 1900
-2.5 48.5 800 994.265 1900
-2 48.5 800 1049.44 1900
-1.5 48.5 800 1102.98 1900
-1 48.5 800 1148.12 1900
-0.5 48.5 800 1178.38 1900
0 48.5 800 1189.03 1900
0.5 48.5 800 1178.38 1900
1 48.5 800 1148.12 1900
1.5 48.5 800 1102.98 1900
2 48.5 800 1049.44 1900
2.5 48.5 800 994.265 1900
3 48.5 800 943.117 1900
3.5 48.5 800 899.739 1900
4 48.5 800 865.752 1900
4.5 48.5 800 841.004 1900
5 48.5 800 824.189 1900
5.5 48.5 800 813.498 1900
6 48.5 800 807.125 1900
6.5 48.5 800 803.558 1900
7 48.5 800 801.681 1900
7.5 48.5 800 800.751 1900
8 48.5 800 800.317 1900
8.5 48.5 800 800.127 1900
9 48.5 800 800.048 1900
9.5 48.5 800 800.017 1900
10 48.5 800 800.006 1900
-10 49 800 800.004 1900
-9.5 49 800 800.012 1900
-9 49 800 800.034 1900
-8.5 49 800 800.089 1900
-8 49 800 800.224 1900
-7.5 49 800 800.529 1900
-7 49 800 801.184 1900
-6.5 49 800 802.507 1900
-6 49 800 805.021 1900
-5.5 49 800 809.512 1900
-5 49 800 817.046 1900
-4.5 49 800 828.895 1900
-4 49 800 846.335 1900
-3.5 49 800 870.285 1900
-3 49 800 900.853 1900
-2.5 49 800 936.896 1900
-2 49 800 975.778 1900
-1.5 49 800 1013.51 1900
-1 49 800 1045.32 1900
-0.5 49 800 1066.64 1900
0 49 800 1074.15 1900
0.5 49 800 1066.64 1900
1 49 800 1045.32 1900
1.5 49 800 1013.51 1900
2 49 800 975.778 1900
2.5 49 800 936.896 1900
3 49 800 900.853 1900
3.5 49 800 870.285 1900
4 49 800 846.335 1900
4.5 49 800 828.895 1900
5 49 800 817.046 1900
5.5 49 800 809.512 1900
6 49 800 805.021 1900
6.5 49 800 802.507 1900
7 49 800 801.184 1900
7.5 49 800 800.529 1900
8 49 800 800.224 1900
8.5 49 800 800.089 1900
9 49 800 800.034 1900
9.5 49 800 800.012 1900
10 49 800 800.004 1900
-10 49.5 800 800.003 1900
-9.5 49.5 800 800.008 1900
-9 49.5 800 800.023 1900
-8.5 49.5 800 800.062 1900
-8 49.5 800 800.155 1900
-7.5 49.5 800 800.366 1900
-7 49.5 800 800.818 1900
-6.5 49.5 800 801.732 1900
-6 49.5 800 803.468 1900
-5.5 49.5 800 806.57 1900
-5 49.5 800 811.774 1900
-4.5 49.5 800 819.959 1900
-4 49.5 800 832.005 1900
-3.5 49.5 800 848.548 1900
-3 49.5 800 869.663 1900
-2.5 49.5 800 894.559 1900
-2 49.5 800 921.416 1900
-1.5 49.5 800 947.476 1900
-1 49.5 800 969.449 1900
-0.5 49.5 800 984.175 1900
0 49.5 800 989.363 1900
0.5 49.5 800 984.175 1900
1 49.5 800 969.449 1900
1.5 49.5 800 947.476 1900
2 49.5 800 921.416 1900
2.5 49.5 800 894.559 1900
3 49.5 800 869.663 1900
3.5 49.5 800 848.548 1900
4 49.5 800 832.005 1900
4.5 49.5 800 819.959 1900
5 49.5 800 811.774 1900
5.5 49.5 800 806.57 1900
6 49.5 800 803.468 1900
6.5 49.5 800 801.732 1900
7 49.5 800 800.818 1900
7.5 49.5 800 800.366 1900
8 49.5 800 800.155 1900
8.5 49.5 800 800.062 1900
9 49.5 800 800.023 1900
9.5 49.5 800 800.008 1900
10 49.5 800 800.003 1900
-10 50 800 800.002 1900
-9.5 50 800 800.006 1900
-9 50 800 800.016 1900
-8.5 50 800 800.042 1900
-8 50 800 800.105 1900
-7.5 50 800 800.248 1900
-7 50 800 800.554 1900
-6.5 50 800 801.173 1900
-6 50 800 802.348 1900
-5.5 50 800 804.448 1900
-5 50 800 807.972 1900
-4.5 50 800 813.513 1900
-4 50 800 821.669 1900
-3.5 50 800 832.87 1900
-3 50 800 847.166 1900
-2.5 50 800 864.022 1900
-2 50 800 882.205 1900
-1.5 50 800 899.85 1900
-1 50 800 914.727 1900
-0.5 50 800 924.697 1900
0 50 800 928.209 1900
0.5 50 800 924.697 1900
1 50 800 914.727 1900
1.5 50 800 899.85 1900
2 50 800 882.205 1900
2.5 50 800 864.022 1900
3 50 800 847.166 1900
3.5 50 800 832.87 1900
4 50 800 821.669 1900
4.5 50 800 813.513 1900
5 50 800 807.972 1900
5.5 50 800 804.448 1900
6 50 800 802.348 1900
6.5 50 800 801.173 1900
7 50 800 800.554 1900
7.5 50 800 800.248 1900
8 50 800 800.105 1900
8.5 50 800 800.042 1900
9 50 800 800.016 1900
9.5 50 800 800.006 1900
10 50 800 800.002 1900
